quadratid,y,x,label_name,label,func_group,method,data_set
34002090402.jpg,78,57,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,141,369,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,175,552,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090402.jpg,85,452,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,113,430,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,91,906,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,312,208,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,367,382,Porites,MASE_SMO_P,Hard Coral,random,test
34002090402.jpg,276,450,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,375,462,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,361,426,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,366,959,Massive or encrusting sponges,SINV_SPO_M,Other Invertebrates,random,test
34002090402.jpg,273,882,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,548,233,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,471,278,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,584,387,Porites,MASE_SMO_P,Hard Coral,random,test
34002090402.jpg,566,510,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,474,548,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,550,429,Porites,MASE_SMO_P,Hard Coral,random,test
34002090402.jpg,452,456,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,429,659,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,478,687,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,593,808,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,481,972,Porites,MASE_SMO_P,Hard Coral,random,test
34002090402.jpg,449,884,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,699,410,Epilithic Algal Matrix,Unc,Algae,random,test
34002090402.jpg,669,322,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,695,337,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,718,509,Massive or encrusting sponges,SINV_SPO_M,Other Invertebrates,random,test
34002090402.jpg,769,650,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,771,627,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090402.jpg,666,623,Porites,MASE_SMO_P,Hard Coral,random,test
34002090402.jpg,704,918,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090402.jpg,868,82,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,863,148,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,936,315,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,896,289,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,836,310,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,887,288,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,896,360,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,964,547,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,867,567,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,893,709,Porites,MASE_SMO_P,Hard Coral,random,test
34002090402.jpg,963,684,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090402.jpg,875,852,Porites,MASE_SMO_P,Hard Coral,random,test
34002090402.jpg,909,808,Porites,MASE_SMO_P,Hard Coral,random,test
34002090502.jpg,167,125,Epilithic Algal Matrix,Unc,Algae,random,test
34002090502.jpg,208,252,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,189,358,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,98,457,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,219,609,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,171,756,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,206,758,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,139,633,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,182,876,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,268,110,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,352,184,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,390,170,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,385,144,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090502.jpg,356,338,Porites,BRA_SMO_Po,Hard Coral,random,test
34002090502.jpg,403,283,Epilithic Algal Matrix,Unc,Algae,random,test
34002090502.jpg,318,786,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,245,623,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,382,739,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,304,789,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,252,772,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,347,684,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,247,926,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
34002090502.jpg,505,301,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,438,335,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,426,576,Porites,BRA_SMO_Po,Hard Coral,random,test
34002090502.jpg,424,561,Porites,BRA_SMO_Po,Hard Coral,random,test
34002090502.jpg,546,745,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,594,818,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,724,285,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090502.jpg,630,605,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,626,481,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090502.jpg,721,602,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,657,474,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,659,521,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,664,447,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,670,794,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,686,766,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,847,108,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,941,232,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,944,55,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090502.jpg,889,177,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,920,319,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,826,396,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,914,256,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,800,722,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090502.jpg,974,843,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090502.jpg,841,935,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,845,797,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090502.jpg,836,951,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,68,68,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,89,63,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090602.jpg,80,172,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,202,409,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,70,403,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,176,598,Epilithic Algal Matrix,Unc,Algae,random,test
34002090602.jpg,210,608,Epilithic Algal Matrix,Unc,Algae,random,test
34002090602.jpg,68,626,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,226,934,Cyanobacteria smothering dead coral,CYANO_DHC,Algae,random,test
34002090602.jpg,150,804,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,270,192,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,393,298,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,337,360,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,286,389,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,266,589,Epilithic Algal Matrix,Unc,Algae,random,test
34002090602.jpg,268,468,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,282,594,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,419,687,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,322,758,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,324,875,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,420,918,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,282,936,Epilithic Algal Matrix,Unc,Algae,random,test
34002090602.jpg,545,88,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,468,241,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,565,399,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,520,644,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,521,682,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090602.jpg,436,853,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090602.jpg,425,913,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,701,54,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,621,331,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,671,255,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,681,597,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,722,566,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,700,774,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
34002090602.jpg,733,655,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,697,668,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,623,828,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,754,973,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,637,843,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,815,92,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,801,347,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,877,244,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
34002090602.jpg,827,590,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
