quadratid,y,x,label_name,label,func_group,method,data_set
36004130801.jpg,764,442,Porites,MASE_SMO_P,Hard Coral,random,test
36004130801.jpg,800,567,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130801.jpg,731,526,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130801.jpg,774,501,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130801.jpg,822,718,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130801.jpg,663,784,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130801.jpg,828,647,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130801.jpg,759,646,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130801.jpg,746,685,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130801.jpg,677,812,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130801.jpg,725,926,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130801.jpg,912,124,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004130801.jpg,970,609,Porites,MASE_SMO_P,Hard Coral,random,test
36004130801.jpg,914,450,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130801.jpg,950,710,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130801.jpg,1029,814,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130801.jpg,941,856,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130901.jpg,194,108,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,174,213,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,103,400,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,246,597,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,102,523,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,220,650,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,151,830,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,152,1006,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,126,907,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130901.jpg,437,125,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,310,214,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,341,60,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,383,331,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,402,312,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,371,545,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,427,479,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,356,863,Porites,TFP_SMO_Po,Hard Coral,random,test
36004130901.jpg,401,838,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,338,939,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,258,990,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,619,157,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,574,60,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,476,158,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,639,410,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,594,389,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,478,500,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,626,559,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,526,537,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004130901.jpg,571,855,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,601,996,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130901.jpg,547,1009,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,798,84,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130901.jpg,728,441,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,713,394,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004130901.jpg,781,256,Porites,MASE_SMO_P,Hard Coral,random,test
36004130901.jpg,686,561,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,669,586,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
36004130901.jpg,831,813,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,771,865,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,710,862,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,843,65,Porites,MASE_SMO_P,Hard Coral,random,test
36004130901.jpg,1024,118,Porites,MASE_SMO_P,Hard Coral,random,test
36004130901.jpg,991,444,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,965,365,Porites,MASE_SMO_P,Hard Coral,random,test
36004130901.jpg,935,291,Porites,MASE_SMO_P,Hard Coral,random,test
36004130901.jpg,1025,521,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,913,449,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,980,894,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
36004130901.jpg,842,904,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004130901.jpg,971,946,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
36004131001.jpg,106,156,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131001.jpg,197,266,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131001.jpg,262,570,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131001.jpg,115,643,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,68,483,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131001.jpg,76,557,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,203,487,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,262,835,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,341,221,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,458,114,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,384,293,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,454,310,Porites,MASE_SMO_P,Hard Coral,random,test
36004131001.jpg,277,318,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,391,443,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,310,449,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,432,532,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131001.jpg,359,480,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131001.jpg,461,946,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,307,1003,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131001.jpg,627,117,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,492,121,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,495,192,Porites,MASE_SMO_P,Hard Coral,random,test
36004131001.jpg,624,215,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
36004131001.jpg,637,338,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,591,274,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,549,359,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,535,439,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131001.jpg,643,608,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131001.jpg,564,661,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131001.jpg,490,676,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131001.jpg,522,814,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131001.jpg,563,1031,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,576,1035,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,850,209,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,812,137,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131001.jpg,770,468,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131001.jpg,852,621,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,752,658,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131001.jpg,727,475,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,724,524,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,711,645,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131001.jpg,823,765,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,838,950,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131001.jpg,770,886,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131001.jpg,932,259,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131001.jpg,939,325,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,1066,377,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131001.jpg,984,593,Cyanobacteria smothering dead coral,CYANO_DHC,Algae,random,test
36004131001.jpg,913,719,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131001.jpg,1015,732,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,214,93,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,106,231,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,172,379,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,186,270,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,82,311,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,154,627,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,218,572,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,218,686,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
36004131101.jpg,187,792,Epilithic Algal Matrix,Unc,Algae,random,test
36004131101.jpg,52,856,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131101.jpg,251,116,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,258,114,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,248,292,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,292,305,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,273,326,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,225,328,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,348,498,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,373,609,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,360,600,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,380,753,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,507,196,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,396,200,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,530,157,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,397,111,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,507,339,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,440,252,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,418,427,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,432,483,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,458,658,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,506,681,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,539,744,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,433,743,Common LRG Alcyoniide,SINV_SFC_A,Soft Coral,random,test
36004131101.jpg,551,807,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,516,795,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,403,864,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131101.jpg,620,97,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,603,376,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,659,407,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131101.jpg,696,685,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,608,788,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,612,757,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,747,72,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,797,364,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131101.jpg,843,247,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131101.jpg,843,574,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,764,711,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
36004131101.jpg,850,586,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,854,624,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,775,848,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131101.jpg,802,892,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,179,183,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,97,52,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,137,48,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,110,75,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,190,113,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,107,157,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,167,371,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,213,287,Epilithic Algal Matrix,Unc,Algae,random,test
36004131201.jpg,202,263,Epilithic algal matirx smotheting rubble,EAM_RB,Algae,random,test
36004131201.jpg,128,764,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,105,729,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,86,752,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,230,56,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,263,162,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,234,77,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,325,251,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,320,404,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,267,683,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,306,881,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,292,844,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,244,792,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,435,149,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,433,151,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,389,126,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,501,230,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,422,259,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,403,242,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,395,638,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,485,789,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,548,888,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,680,109,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,560,199,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,711,152,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,691,382,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,693,251,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,574,481,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,672,607,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,725,691,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,772,48,Cyanobacteria smothering dead coral,CYANO_DHC,Algae,random,test
36004131201.jpg,775,181,Cyanobacteria smothering dead coral,CYANO_DHC,Algae,random,test
36004131201.jpg,822,107,Cyanobacteria smothering dead coral,CYANO_DHC,Algae,random,test
36004131201.jpg,753,287,Cyanobacteria smothering dead coral,CYANO_DHC,Algae,random,test
36004131201.jpg,850,230,Porites,MASE_SMO_P,Hard Coral,random,test
36004131201.jpg,879,556,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131201.jpg,800,410,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,855,446,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,836,420,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131201.jpg,759,704,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,140,192,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131301.jpg,165,90,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131301.jpg,216,172,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,218,361,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,102,417,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,91,420,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,119,661,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,70,599,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
36004131301.jpg,100,634,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
36004131301.jpg,158,580,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,208,640,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
36004131301.jpg,178,888,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131301.jpg,231,60,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,260,433,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,368,397,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
36004131301.jpg,376,698,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131301.jpg,360,707,Epilithic Algal Matrix,Unc,Algae,random,test
36004131301.jpg,272,608,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
36004131301.jpg,360,816,Epilithic Algal Matrix,Unc,Algae,random,test
36004131301.jpg,220,868,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131301.jpg,555,113,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,520,158,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,503,197,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,527,185,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,498,199,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,455,343,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,403,255,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,427,466,Massive or encrusting sponges,SINV_SPO_M,Other Invertebrates,random,test
36004131301.jpg,489,410,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,540,487,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,551,703,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131301.jpg,508,723,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131301.jpg,546,840,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131301.jpg,578,166,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
36004131301.jpg,596,292,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,697,519,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,676,673,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,643,672,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131301.jpg,620,639,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,662,774,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131301.jpg,724,843,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131301.jpg,751,59,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,881,79,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,851,106,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,799,394,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,random,test
36004131301.jpg,858,540,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131301.jpg,828,527,Acropora,BRA_TAB-Ac,Hard Coral,random,test
36004131301.jpg,773,626,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,851,771,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131301.jpg,755,876,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131401.jpg,142,93,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131401.jpg,80,103,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,123,81,Acropora,BRA_ARB_Ac,Hard Coral,random,test
36004131401.jpg,126,307,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,54,439,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,56,418,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,183,477,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,174,615,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131401.jpg,265,297,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131401.jpg,350,295,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,300,558,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,374,537,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,276,437,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,294,412,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,401,507,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,379,750,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131401.jpg,376,700,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131401.jpg,321,906,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131401.jpg,232,882,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,408,362,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,572,332,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,457,310,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,567,694,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,504,607,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,482,745,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,539,922,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131401.jpg,484,781,Epilithic algal matirx smotheting rubble,EAM_RB,Algae,random,test
36004131401.jpg,521,831,Loose Substrate: Sand,LSUB_SAND,Other,random,test
36004131401.jpg,716,165,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,720,125,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,707,301,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
36004131401.jpg,699,234,Loose Substrate: Sand,LSUB_SAND,Other,random,test
