quadratid,y,x,label_name,label,func_group,method,data_set
42004146201.jpg,1625,684,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146201.jpg,1537,995,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146201.jpg,1670,1862,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146201.jpg,1752,1774,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146201.jpg,1519,1842,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,302,81,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146301.jpg,153,518,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42004146301.jpg,205,990,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,402,143,Pocillopora,BRA_VER_Po,Hard Coral,random,test
42004146301.jpg,336,199,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146301.jpg,463,928,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146301.jpg,513,957,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146301.jpg,464,1274,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,770,171,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,771,77,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,633,326,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,813,362,Calcifying algae: Padina,MACR_Fol_P,Algae,random,test
42004146301.jpg,674,1313,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,863,209,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,1018,70,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,838,272,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,988,312,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,1014,420,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,995,593,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146301.jpg,829,730,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,1041,699,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146301.jpg,1249,644,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146301.jpg,1249,629,Epillithic Algal Matrix,Unc,Algae,random,test
42004146301.jpg,1070,1022,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,1195,1034,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146301.jpg,1254,1143,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146301.jpg,1072,1275,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146401.jpg,156,138,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146401.jpg,191,376,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146401.jpg,221,352,Pocillopora,BRA_VER_Po,Hard Coral,random,test
42004146401.jpg,160,455,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,203,465,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,132,627,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42004146401.jpg,335,168,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,383,146,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,388,107,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,372,426,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146401.jpg,352,518,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146401.jpg,354,553,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146401.jpg,293,643,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146401.jpg,392,907,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,443,108,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,469,64,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,499,312,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,541,391,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,460,439,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,504,455,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146401.jpg,551,498,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146401.jpg,427,750,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,709,101,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146401.jpg,657,117,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146401.jpg,661,319,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,683,297,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,744,354,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,683,569,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146401.jpg,685,756,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,668,743,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,710,832,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,905,52,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146401.jpg,915,199,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146401.jpg,813,125,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146401.jpg,792,140,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146401.jpg,902,110,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146401.jpg,925,393,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,878,352,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,831,611,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,846,711,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,928,622,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,897,721,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,800,738,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146401.jpg,826,860,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,54,207,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146501.jpg,112,275,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146501.jpg,138,319,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146501.jpg,177,397,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42004146501.jpg,165,335,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42004146501.jpg,97,543,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146501.jpg,187,687,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146501.jpg,133,758,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146501.jpg,176,751,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146501.jpg,108,687,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146501.jpg,192,123,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146501.jpg,240,129,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146501.jpg,332,92,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,325,74,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,273,172,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146501.jpg,208,58,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146501.jpg,217,171,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146501.jpg,304,300,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42004146501.jpg,253,292,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42004146501.jpg,252,206,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146501.jpg,214,256,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42004146501.jpg,282,350,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42004146501.jpg,458,315,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,350,313,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42004146501.jpg,357,344,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,349,409,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,399,546,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146501.jpg,357,532,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,549,162,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,490,142,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,540,305,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,542,384,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,490,496,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,571,742,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,730,48,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,762,47,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,695,209,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,721,356,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,731,336,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,732,418,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,641,400,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,638,342,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,656,524,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146501.jpg,743,767,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,266,124,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,208,459,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,71,338,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,200,883,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,217,1035,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,449,113,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,512,224,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,452,486,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,332,692,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,435,707,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,305,925,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,442,796,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,384,981,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,455,1175,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,709,212,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,660,397,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,533,411,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,623,421,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,544,743,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,923,175,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,897,105,Loose Substrate: Sand,LSUB_SAND,Other,random,test
42004146601.jpg,891,498,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,972,722,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,969,683,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,920,1154,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,1194,116,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,1037,157,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,1190,80,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,1114,226,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,1061,279,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,1188,394,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,1146,350,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,1066,338,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,1130,437,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,1184,638,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146601.jpg,1173,828,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146601.jpg,1118,1077,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,360,316,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,349,783,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,405,547,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,348,873,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,374,1457,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,254,1836,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,466,1758,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,794,347,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,838,842,Pocillopora,BRA_VER_Po,Hard Coral,random,test
42004146701.jpg,723,508,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,544,538,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,635,1366,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,581,1278,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,760,1619,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,713,1618,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,685,1606,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,622,1719,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1047,341,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,1178,422,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,1028,385,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,950,358,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,922,766,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1170,939,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,895,1516,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,964,1277,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1177,1933,Epillithic Algal Matrix,Unc,Algae,random,test
42004146701.jpg,923,1645,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,984,1962,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,1399,540,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1416,578,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1452,1281,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1231,1628,Pocillopora,BRA_VER_Po,Hard Coral,random,test
42004146701.jpg,1456,1841,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1513,1729,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1717,363,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1740,284,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146701.jpg,1737,591,Pocillopora,BRA_VER_Po,Hard Coral,random,test
42004146701.jpg,1839,873,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1700,1139,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1718,1485,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1942,1554,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1698,1349,Epillithic Algal Matrix,Unc,Algae,random,test
42004146701.jpg,1802,1505,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146701.jpg,1804,1335,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,259,145,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,164,409,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,155,558,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,174,530,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,279,367,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146801.jpg,224,711,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,90,1132,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,230,1375,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,181,1216,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,333,1399,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,523,225,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146801.jpg,504,532,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,537,581,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,348,669,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,383,791,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,486,1071,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,566,954,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,476,1215,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,481,1173,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,833,259,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,710,218,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,857,383,Epillithic Algal Matrix,Unc,Algae,random,test
42004146801.jpg,667,740,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,703,822,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,668,973,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,633,1334,Acropora,BRA_TAB-Ac,Hard Coral,random,test
42004146801.jpg,889,1247,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,1150,754,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,1037,838,Epillithic Algal Matrix,Unc,Algae,random,test
42004146801.jpg,1033,755,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,1040,779,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,1117,1132,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146801.jpg,909,1008,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146801.jpg,1410,234,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146801.jpg,1376,186,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,1270,345,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,1351,218,EAM: Dead Hard Coral,EAM_DHC,Algae,random,test
42004146801.jpg,1208,516,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,1188,724,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,1222,815,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,1198,914,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
42004146801.jpg,1306,1060,Epillithic Algal Matrix,Unc,Algae,random,test
42004146801.jpg,1301,1234,Other soft-corals no common Alcyoniidae and erects,SINV_SFC_O,Soft Coral,random,test
